# radiotrophic_dataset_candidates — public records screened for radiation-phenotype
# evidence for the seven modelled species
#
# NO EXACT TARGET SPECIES HAS A CALIBRATED 3-D RADIATION-EXPOSED BIOMASS
# FIELD. Not one. raw_3d_images is false on EVERY radiation-exposed row
# below. The three requirements — an exact modelled species, a physically
# calibrated three-dimensional biomass field, and a characterised exposure
# — are satisfied pairwise only twice: 3-D without radiation (B. subtilis)
# and radiation without 3-D (C. neoformans, C. sphaerospermum, A. niger,
# S. oneidensis). A radiation-exposed 3-D biomass field for a target
# species must be ACQUIRED, not retrieved.
#
# This ledger is NOT a calibration. It populates no parameter:
# lattice_pitch_um, density_g_cm3, seconds_per_mcs,
# normalization.hamiltonian_scale, normalization.melanin_scale and every
# material composition are untouched by every row here, and no row may be
# read as implying one. It is also NOT a proof of absence: each
# "NO CANDIDATE FOUND" row is a search result on one date across a named
# set of repositories, sampled and not exhausted.
#
# PHENOTYPE FOLLOWS THE ENDPOINT MEASURED — never the title, never the
# organism's reputation, never an adjective in a strain description.
# Relabelling radioresistance as radiotrophy is a STOP CONDITION, not a
# judgement call. D. radiodurans carries none_demonstrated here because
# nothing catalogued here irradiated it; the label is not imported on
# reputation. UV, in any band, is not ionizing radiation for this project
# under any circumstances.
#
# growth_data is true ONLY where growth, biomass or a metabolic rate was
# measured. A survival or inactivation curve alone is false, and the notes
# say why — that distinction is the whole difference between radiotrophy
# and radioresistance.
#
# Includes INCOMPATIBLE candidates on purpose: a screening ledger that
# records only its survivors is not a screening record. An open-access
# article is not an available dataset, and a rendered confocal figure in a
# paper is not a raw 3D dataset; access_status describes the DATA, not the
# article.
#
# UNIQUENESS KEY: dataset_id
# Blank numeric cells mean NOT MEASURED. They are never read as zero.
# BOOLEAN cells are {true, false, unverified}. unverified is the honest
# value wherever a landing page did not say; a blank never means "no".
# Text cells use unverified (not stated anywhere consulted), not_measured
# (the quantity was never measured) and not_applicable (no such quantity
# exists for this record) — three distinct facts, never collapsed.
#
# STOP CONDITIONS HIT BY THIS PASS, recorded because the rejections are
# the evidence:
#   TARGETED_LAB_EXPERIMENT_REQUIRED — radiotrophy is earned by exactly one
#     record here (Dadachova 2007), against a same-species negative
#     melanin-pathway result at 1 and 3 kGy, a same-genus null growth
#     result under a TLD-anchored 137Cs field, an isogenic null in
#     A. niger across three ionizing modalities, and a formal energy-budget
#     critique. The discriminating experiment exists in no archive and
#     cannot be requested from anyone, because nobody has made it.
#   PUBLIC_DATA_CAN_VALIDATE_PIPELINE_ONLY — public exact-species
#     volumetric imaging exists for one of the seven, and nothing in it
#     calibrates a radiation term.
#   TARGET_WET_BULK_MEASUREMENT_REQUIRED — no source pairs a calibrated
#     hydrated volume with wet mass, dry mass and matched blanks, for any
#     organism, under one growth condition.
#   PUBLIC_COMPONENTS_FOUND_BUT_NOT_PAIRED — the components exist
#     separately and none is paired with another.
#   ISS FIELD IRRECONCILABLE — four inputs are needed and all four are
#     absent; supplying any of them would mean inventing it. The attempt
#     is itself the stop condition.
#   NO OpenMC PHOTON VALIDATION CANDIDATE — the two nearest records fail on
#     opposite axes: Bland 2022 has a photon field and no transport
#     measurement, Vasileiou 2020 has a transport measurement and no
#     photons.
#   UNSUPPORTED_BY_CURRENT_MODEL — radiotropism (Zhdanova 2004) is measured
#     as directed hyphal elongation on organisms whose CPM representation
#     is an isotropic biomass parcel with no elongation or connectivity
#     term. That is a model finding, not a data gap.
#
# SOURCE REGISTRY: every source_id here resolves in data/sources.csv.
# data/research/ sits outside the two calibration branches, whose
# registries are branch-local ON PURPOSE, so this ledger cites the root
# registry rather than data/calibration/spatial/sources.csv. Individual
# DOIs and accessions live in persistent_identifier, exactly as
# data/calibration/spatial/dataset_candidates.csv puts them in identifier.
#
# ACCESS NOTE: nine access controls were encountered during the audit and
# none was circumvented. Dryad fronts its download endpoints with Anubis, a
# proof-of-work anti-bot challenge; heiDATA's Anubis instance is
# user-agent dependent and a plain client returned HTTP 200, recorded as
# verified-but-UA-dependent. bioRxiv, ScienceDirect, Elsevier, ACS and OUP
# returned 403, Wiley returned 402, and PMC174092 is a scanned page image
# behind an HTML bot-wall. Every one is recorded as a value in
# access_status rather than as a missing row.
dataset_id,title,persistent_identifier,species,strain,candidate_class,phenotype_labels,radiation_modality,energy_or_spectrum,dose,dose_rate,exposure_duration,source_geometry,dosimetry_method,growth_conditions,raw_3d_images,time_series,physical_voxel_calibration,growth_data,dry_biomass_data,melanin_data,attenuation_data,biological_replicates,file_formats,total_size,license,access_status,model_contribution,source_id,status,notes
ointermedium_am7_shukla2020_thorium,Thorium tolerance and EPS production of Ochrobactrum intermedium AM7,doi:10.1016/j.jhazmat.2020.122047,Ochrobactrum intermedium (Brucella intermedia),AM7,incompatible,none_demonstrated,none,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,thorium to 1000 mg/L,false,false,false,unverified,false,false,false,unverified,none deposited,not_applicable,closed access,inaccessible,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED AS RADIATION EVIDENCE. Thorium tolerance is CHEMICAL-TOXICITY tolerance to a metal salt: no dose, no dose rate and no dosimetry was reported, and EPS yield was unchanged under Th. Whether the self-dose from Th-232 at that concentration over a culture period is negligible was NOT COMPUTED in this audit, and the conclusion does not require it. OpenAlex: is_oa false, any_repository_has_fulltext false, best_oa_location null; cited 36 times with no follow-up work on AM7 by any group in six years. Author contact #6 wants a culture-collection accession or a strain transfer, the EPS yield with its basis stated, the RSM run table with replicate structure, and any Th binding capacity in mg/g — and the biosafety item above comes first."
ointermedium_am7_radiation_search,Search for any ionizing-radiation exposure of Ochrobactrum intermedium AM7,not_applicable,Ochrobactrum intermedium (Brucella intermedia),AM7,incompatible,none_demonstrated,none,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,false,false,false,false,not_applicable,none,not_applicable,not_applicable,inaccessible,none,RADIOTROPHIC_AUDIT_2026,blocked,"NO CANDIDATE FOUND. AM7 has NEVER been exposed to ionizing radiation in any public experiment located here. NCBI nuccore/biosample/sra/gene/assembly returned 1/0/0/0/0 for the strain; 96 assemblies exist for taxid 94625 and none is AM7. This is a search result on one date, not a proof of absence — and it is enough to conclude that the AM7 arm of any campaign must be designed rather than retrieved."
ointermedium_non_am7_strains,Metal phenotypes of Ochrobactrum intermedium strains other than AM7,not_applicable,Ochrobactrum intermedium (Brucella intermedia),SDCr-5; BCR400; BB12; CN3; MZV101; D-2; 96 assemblies for taxid 94625 (reference NCTC12171),incompatible,none_demonstrated,none,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,various,false,false,false,unverified,false,false,false,unverified,various,not_applicable,unverified,metadata_only,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON STRAIN. These are real, quantified metal phenotypes — Cr(VI) reduction, Cd tolerance — in the same species, from different environments with different EPS. AM7's distinguishing claim is exceptional EPS production and thorium tolerance, and nothing licenses transferring a chromate-reductase phenotype from a tannery isolate to it. 'Do not collapse related species' applies a fortiori WITHIN a species."
pthoriotolerans_am3_scirep2021,Providencia thoriotolerans AM3 from the same isolation campaign as AM7,doi:10.1038/s41598-021-82863-4,Providencia thoriotolerans,AM3,incompatible,none_demonstrated,none,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,thorium exposure,false,false,false,false,false,false,false,unverified,none deposited beyond one 16S accession,not_applicable,unverified,direct_download,protocol_only,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON GENUS. Same laboratory, same isolation campaign, wrong organism. Read only for what it reveals about the AM7 methods, which is the useful part: the group's panel is EPS yield in g% w/v, viscosity, flocculating activity, carbohydrate and protein in g% w/v, FTIR, and ICP-OES ON SOIL. No dry weight, no XPS, no TEM-EDX, no thorium binding capacity in mg/g — and, like AM7, a single 16S accession as its entire deposit. Expect the same gaps from any AM7 author request."
dradiodurans_shukla2022_biofilm_clsm,Confocal imaging of a recombinant biofilm-forming Deinococcus radiodurans derivative,unverified,Deinococcus radiodurans,recombinant R1 derivative carrying gfp and kanR,target_exact_biofilm,none_demonstrated,none,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,enhanced by 25 mM Ca2+,false,false,false,false,false,false,false,unverified,none deposited (rendered figures only),not_applicable,unverified,metadata_only,none,RADIOTROPHIC_AUDIT_2026,blocked,"NO IONIZING RADIATION WAS APPLIED, so no radiation phenotype is assigned. The species' radioresistance is established elsewhere in the literature; it is NOT established by anything catalogued in this audit, and the label is not imported on reputation — that is the whole point of this row. The abstract states verbatim: 'Deinococcus radiodurans R1 is known as a nonbiofilm former bacterium.' The imaged organism is a RECOMBINANT derivative, so even the morphology is not wild-type morphology. A rendered confocal figure in a paper is not a raw 3D dataset; no image deposit exists."
dradiodurans_manobala2020_uranium_biosorption,Uranium biosorption against Deinococcus radiodurans biofilm dry mass,doi:10.1016/j.chemosphere.2020.128722,Deinococcus radiodurans,not named in the abstract (DR1-bf+ is an inference from the 2019 companion),target_exact_material,none_demonstrated,none,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,uranium-loaded biofilm,false,false,false,false,true,false,false,unverified,none deposited,not_applicable,unverified,metadata_only,protocol_only,RADIOTROPHIC_AUDIT_2026,blocked,"THE ONLY RECORD IN THE AUDIT USING BIOFILM DRY MASS AS AN INDEPENDENT VARIABLE, and it fails on basis: a sorption capacity is metal mass per DRY biomass, with no water fraction to convert it, no closed elemental set, and no metal-free control biofilm characterised the same way. XRD indicates uranyl phosphate deposits. NOTHING WAS IRRADIATED — uranium is a chemical sorbate here. Author contact #8 wants the strain, the dry-mass values with the blank protocol, and whether a uranium-free control was characterised identically."
dradiodurans_empiar_12837_bama,Cryo-EM movies of Deinococcus radiodurans BamA,EMPIAR-12837,Deinococcus radiodurans,unverified,incompatible,none_demonstrated,none,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,purified protein,false,false,true,false,false,false,false,unverified,cryo-EM movies,unverified,unverified,direct_download,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON SCALE. Exact species in name only: this is a purified membrane protein, single-particle cryo-EM. It is the single hit returned by an EBI BioImage Archive query for Deinococcus, which is why it is recorded rather than silently dropped."
dradiodurans_zenodo_crystallography,Deinococcus radiodurans protein crystallography deposits,doi:10.5281/zenodo.8302395,Deinococcus radiodurans,not_applicable,incompatible,none_demonstrated,none,X-ray diffraction beam (a structural probe),not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,purified protein crystals,false,false,false,false,false,false,false,not_applicable,diffraction images,unverified,unverified,direct_download,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON MODALITY AND SUBJECT. X-ray DIFFRACTION images from purified protein crystals; the X-rays are a structural probe, not an exposure, and there is no organism in the data. Recorded because a keyword search for 'Deinococcus' plus 'X-ray' returns these and a later pass would otherwise re-derive the rejection."
dradiodurans_zenodo_liquidcell_em,Deinococcus radiodurans liquid-cell electron microscopy,unverified,Deinococcus radiodurans,unverified,incompatible,none_demonstrated,none,electron beam (an imaging probe),not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,graphene liquid cells,false,unverified,false,false,false,false,false,unverified,unverified,unverified,unverified,metadata_only,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON SCALE, not on quality — same candidate as spatial/dataset_candidates.csv row dradiodurans_zenodo_em, id kept parallel. Its subject is cell ultrastructure in graphene liquid cells, not bulk biofilm architecture, and a parcel is a coarse biomass unit: no coarse-graining of ultrastructure answers the pitch question."
dradiodurans_volumetric_biofilm_search,Search for volumetric Deinococcus radiodurans biofilm imaging,not_applicable,Deinococcus radiodurans,not_applicable,incompatible,none_demonstrated,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,false,false,false,false,not_applicable,none,not_applicable,not_applicable,inaccessible,none,RADIOTROPHIC_AUDIT_2026,blocked,"NO CANDIDATE FOUND across Dryad, Zenodo, BioImage Archive, BioStudies, EMPIAR, IDR, OSF, Figshare and PubMed. THE D. RADIODURANS ARM OF ANY SPATIAL CAMPAIGN HAS NO PUBLIC FALLBACK AND MUST BE ACQUIRED. Together with the AM7 row, that is two of the seven species with no usable public record of any kind."
edermatitidis_geo_gse142318_gamma,Transcriptome of melanized and non-melanized Exophiala dermatitidis under gamma radiation,GSE142318,Exophiala dermatitidis,wild type and pks1 (non-melanized),melanized_mechanistic_surrogate,radiation_responsive,gamma,unverified,unverified,not_measured,unverified,unverified,not_measured,culture age and density identified as dominant confounders,false,unverified,false,false,false,false,false,unverified,GEO supplementary,unverified,unverified,direct_download,model_revision_evidence,RADIOTROPHIC_AUDIT_2026,ready,"SURROGATE: E. dermatitidis is not one of the seven, and surrogate status is enforced, not conventional — no result here transfers to a modelled species as a phenotype. Its value is the ISOGENIC MELANIN-NULL CONTRAST the seven do not have. Verbatim: 'We find that melanin does not protect E. dermatitidis from gamma-radiation.' The same study identifies what DOES dominate: 'environmental factors such as nutrient availability, culture age and culture density are much greater determinants of cell survival after exposure' than melanin — a standing confounder warning, since a melanin effect measured without controlling culture age and density is not interpretable."
edermatitidis_geo_gse152116_particles,Survival of melanized and non-melanized Exophiala dermatitidis under alpha particles protons and deuterons,GSE152116,Exophiala dermatitidis,wild type and pks (non-melanized),melanized_mechanistic_surrogate,radiation_responsive,alpha;proton;deuteron,charged particles; not photon-compatible,unverified,not_measured,unverified,unverified,not_measured,acute exposure,false,false,false,false,false,false,false,unverified,GEO supplementary,unverified,unverified,direct_download,model_revision_evidence,RADIOTROPHIC_AUDIT_2026,ready,"Verbatim: 'No significant difference in survival was observed between these strains under any condition, suggesting that melanin does not impart protection to acute irradiation to these particles.' Fitted alpha: wild type 6.38 kGy-1 (95% CI 0.26, 16.51) against pks 2.10 kGy-1 (95% CI 0.01, 10.04) — INTERVALS OVERLAPPING ACROSS ALMOST THEIR ENTIRE RANGE, which is what a null looks like when it is reported honestly. Charged particles, so nothing here can enter a photon transport comparison."
edermatitidis_microbiolspectr2023_evolved_lines,Experimental evolution of ionizing-radiation resistance in melanized and non-melanized Exophiala dermatitidis,unverified,Exophiala dermatitidis,melanized and non-melanized evolved lines,melanized_mechanistic_surrogate,radiation_responsive,gamma,60Co 1.173 and 1.332 MeV,1000 Gy; 8000 Gy,250 Gy/min,~4 and ~32 min at the stated rate,unverified,unverified,unverified,false,false,false,false,false,false,false,unverified,none located,not_applicable,unverified,metadata_only,model_revision_evidence,RADIOTROPHIC_AUDIT_2026,provisional,"Verbatim: 'melanin did not directly affect survival after gamma radiation exposure'. MELANIN CHANGES WHICH MECHANISM DOMINATES, NOT HOW MUCH PROTECTION THERE IS: constitutive DNA-repair expression evolved in melanized lines, redox-homeostasis upregulation in non-melanized ones. The one place melanin measurably mattered was MUTATION ACCUMULATION, NOT SURVIVAL — 'melanized lines that evolved to exhibit higher ionizing radiation resistance experienced fewer mutations, whereas similarly evolved, non-melanized lines accumulated more mutations'. An effect on damage with no effect on survival must not be generalised into a survival term, and it is direct evidence that a single scalar melanin coefficient is the wrong functional form. The study deposits no sequence data of its own; PRJNA224192 is correctly cited as the reference transcriptome, not as its reads."
cneoformans_cantarcticus_pacelli2017_melanin,Melanin protection of Cryptococcus neoformans and Cryomyces antarcticus under deuterons and X-rays,unverified,Cryptococcus neoformans; Cryomyces antarcticus,melanized and non-melanized arms of each,target_exact_radiation,melanized_radioprotective,deuteron;x_ray,deuterons; X-rays with no stated effective energy,1.5 kGy (deuterons); 0.3 kGy (X-rays),not_measured,unverified,unverified,not_measured,induced DOPA-melanin (CN) against constitutive DHN-melanin (CA),false,false,false,true,false,true,false,unverified,none deposited,not_applicable,unverified,metadata_only,prior_only,RADIOTROPHIC_AUDIT_2026,blocked,"THE COUNTERWEIGHT, RETAINED DELIBERATELY BECAUSE IT POINTS THE OTHER WAY, and it is the one record in the audit where melanin measurably alters survival under an ionizing modality. Verbatim: 'Melanin afforded protection against high-dose (1.5 kGy) deuterons for both CN and CA (p-values < 10-4). For X-rays (0.3 kGy), melanin protected CA (p-values < 10-4) and probably CN.' Three internal contradictions worth more than the headline: (1) MODALITY DEPENDENCE — protection is firm for deuterons but for X-rays it is firm only in C. antarcticus and merely 'probably' in C. neoformans, so melanin protection is NOT ESTABLISHED FOR SPARSELY-IONIZING PHOTONS in the one species here that is also one of the seven; a hedge in an abstract is not a measurement. (2) OPPOSITE-SIGN METABOLIC READOUTS — deuterons increased XTT activity in melanized strains while ATP DECREASED in the same cells, so 'melanin protects metabolism' is not a coherent single claim. (3) CHEMISTRY DEPENDENCE — induced DOPA-melanin against constitutive DHN-melanin; 'melanin' is not one variable across the two arms. Paywalled, so the C. neoformans arm cannot be read at replicate level."
ccladosporioides_pvariotii_bland2022_gamma,Pigmentation and growth of environmental fungi under a characterised 137Cs field,unverified,Cladosporium cladosporioides; Paecilomyces variotii,Sandia National Laboratories environmental isolates (no culture-collection accession),melanized_mechanistic_surrogate,radiation_responsive,gamma,137Cs 661.657 keV,0.5-1 Gy total; intra-colony gradient 85.2 rad at the central plug to 6.1 rad at the growing edge,not_measured,7 d,~350 uCi 137Cs source at a stated stand-off,MicroShield point-kernel modelling spot-validated by two TLD readings,solid medium; colony growth,false,false,false,true,false,true,false,not stated (a hard blocker),none deposited (author-request),not_applicable,unverified,author_request,model_revision_evidence,RADIOTROPHIC_AUDIT_2026,blocked,"THE ONLY MEASURED PHOTON DOSE GRADIENT LOCATED ANYWHERE IN THE AUDIT — a 14-fold variation across a single colony — AND IT STILL IS NOT A BENCHMARK. The gradient is point-kernel MODELLING spot-validated by two TLDs, ONE OF WHICH DISAGREED WITH THE MODEL BY A FACTOR OF TWO (~100 rad measured against ~50 rad predicted); the total dose is three to four orders of magnitude below every other ionizing record here; and the biological observable is colony diameter, an AREAL growth measurement, which cannot identify a directional term. PIGMENTATION MOVES IN THE WRONG DIRECTION: under UV it increased, under gamma it DECREASED, both at P < 0.001 in both species, and growth rate did not change under gamma at all (P = 0.255 and P = 0.615). The authors note the result 'contrasts prior reports that suggest melanin provides enhanced protection against gamma irradiation.' melanin_data is true only as mean grey value, an optical proxy on an image. SPECIES: C. cladosporioides is NOT C. sphaerospermum. The replicate count is not stated — a P-value without an n cannot be propagated — and the isolates have no accession, so they are neither obtainable nor re-identifiable."
melanin_zenodo_3667494_vasileiou2020,Melanin versus cellulose beta-radiation transmission measurements and Geant4 applications,doi:10.5281/zenodo.3667494,not_applicable (melanin in solution and suspension),not_applicable,melanized_mechanistic_surrogate,none_demonstrated,beta,90Sr beta (electrons); a 40 kVp X-ray case exists in simulation only and was never measured,unverified,not_measured,unverified,90Sr source with detector; cellulose control of matched elemental composition,transmission spectrometry,not_applicable,false,false,false,false,false,true,true,unverified,spectra; Geant4 10.5 applications; notebooks,13235258 B (MD5 641b6fb1...),unverified,direct_download,pipeline_validation,RADIOTROPHIC_AUDIT_2026,provisional,"THE ONLY MEASURED TRANSMITTED-RADIATION DATA IN THE WHOLE AUDIT, AND ITS RESULT IS A NULL: 'melanin does not provide improved shielding in comparison to cellulose from beta-radiation.' radiation_shielding REFUSED — the term requires transmitted radiation reduced BY BIOMASS, and there is no biomass and no melanin-specific reduction. That is the physically expected outcome if attenuation is governed by areal density and Z, and it strips melanin of any special shielding status absent a spatial-arrangement argument; the paper's own positive finding, that thin films and hollow microspheres could matter in Monte Carlo, is a GEOMETRY claim, not a chemistry claim. LIMITS ON ITS USE AS A VALIDATION: it is beta (electrons), not photons; the comparison engine is Geant4, not OpenMC; agreement would license the statement 'the transport-comparison workflow was exercised' and NOTHING STRONGER."
melanized_fungi_walberg2015_energy_budget,Radiosynthesis in melanized fungi: an energy-budget critique,handle:1793/73406,not_applicable (review of melanized fungi),not_applicable,melanized_mechanistic_surrogate,none_demonstrated,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,false,false,false,false,not_applicable,thesis PDF,1.49 MB,not specified,direct_download,prior_only,RADIOTROPHIC_AUDIT_2026,provisional,"MINDS@UW thesis (UW-La Crosse, advisor Volk). Concludes that radiosynthesis has not been demonstrated, on two grounds: 'the energy deposited in their irradiated systems was too low to show the amount of growth seen, and the carbon sources provided in the media were sufficient to support the observed growth.' A CLOSED-BUDGET ARGUMENT — the same discipline this repository applies to mass fractions, applied to energy — plus a confounder argument. It contains NO NEW MEASUREMENT, so its evidence basis is derived and it is the negative side of an open dispute, not a verdict: 'not demonstrated' is not 'disproved'. The licence is not specified in the record, which is recorded rather than assumed."
cantarcticus_kpetricola_catanzaro2024_dhn,DHN melanin function across two rock-inhabiting black fungi,unverified,Cryomyces antarcticus; Knufia petricola,melanin-deficient mutants of each,incompatible,none_demonstrated,uv_b,UV-B,unverified,not_measured,unverified,unverified,radiometry,white light and UV-B arms,false,false,false,false,false,true,false,n >= 9 (the best-replicated record in the audit),none deposited,not_applicable,CC BY,direct_download,model_revision_evidence,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON MODALITY — UV-B, so nothing transfers to the ionizing case, and no phenotype from this ledger's vocabulary is earned. THE STRUCTURAL FINDING DOES TRANSFER AND IS THE REASON THE ROW EXISTS: the same pigment knocked out by the same gene class in two black fungi gives opposite results — 'DHN melanin provided UV-B protection in C. antarcticus, whereas the same pigment or even carotenoids proved ineffective in K. petricola', concluding that 'although the adaptive trait of DHN melanization commonly occurs across black fungi, it is not equally functional.' A PER-SPECIES MELANIN CONSTANT DERIVED FROM A DIFFERENT SPECIES IS NOT DEFENSIBLE EVEN BETWEEN TWO BLACK FUNGI. Independent support for the standing prohibition in biofilm_material_calibration.md section 1: do not create seven materials because there are seven species. Carries its own confounder: C. antarcticus tolerated higher UV-B but was sensitive to white light, and K. petricola showed the opposite trend."
uv_records_rejected_en_bloc,UV and visible-light records rejected as radiation evidence,not_applicable,various (including Cladosporium sphaerospermum; Aspergillus niger; Cryptococcus neoformans; Deinococcus radiodurans),various,incompatible,none_demonstrated,uv_a;uv_b;uv_c;pulsed_light;visible,non-ionizing,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,various,false,false,false,unverified,false,unverified,unverified,unverified,various,not_applicable,unverified,metadata_only,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON MODALITY, EN BLOC. C. sphaerospermum wavelength-dependent UV survival (PMID 41183924), accumulated-melanin UV tolerance (PMID 39287919), A. niger pyomelanin UV-C shielding, the Evolution Canyon UV-A adaptive melanin response (10.1371/journal.pone.0002993), C. neoformans biofilm resistance to heat cold and UV light (10.1128/AEM.02506-06), the D. radiodurans UV-C stress panel (10.3390/ijms25010421), and pulsed-light pigmentation. UV IS NOT IONIZING RADIATION FOR THIS PROJECT: retaining any of them as radiation evidence would let a UV protection result be read as radioresistance, and any pigmentation-versus-dose relation imported from a UV study would carry THE WRONG SIGN applied to gamma. The Evolution Canyon paper fails a second time on basis — melanin quantified as absorbance at 420 nm in Soluene-350 PER 10^6 CELLS, an optical readout on a cell-count basis with no mass denominator, with isolates identified on morphology alone that the authors concede 'could be heterogeneous and perhaps consist of molecularly different species'."
cneoformans_geo_gse21484_light,Light-regulated genes in Cryptococcus deneoformans,GSE21484,Cryptococcus deneoformans,JEC21 (serotype D),incompatible,none_demonstrated,visible,visible light,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,unverified,false,false,false,false,false,false,false,unverified,GEO supplementary,unverified,unverified,direct_download,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED TWICE OVER. Visible light is not radiation evidence for this project, and the taxon is C. deneoformans JEC21, serotype D — A SEPARATE SPECIES from C. neoformans var. grubii, which is the modelled organism. Recorded because a GEO query for Cryptococcus plus radiation returns it."
anidulans_geo_gse294405_protons,Proton irradiation of Aspergillus nidulans with oxidative pretreatment,GSE294405,Aspergillus nidulans,unverified,incompatible,radiation_responsive,proton,protons; fluence 1/2/5 x 10^10 p cm-2; accumulated charge 3200/6400/16000 +/- 20% pC,no absorbed dose in Gy reported anywhere,not_measured,unverified,unverified,fluence and accumulated charge only,MSB oxidative pretreatment before or after irradiation,false,false,false,unverified,false,false,false,unverified,GEO supplementary,unverified,unverified,direct_download,model_revision_evidence,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON SPECIES — same genus as A. niger, not the same species, and not melanized. RETAINED FOR ONE STRUCTURAL FINDING: MSB oxidative pretreatment BEFORE irradiation increased tolerance while irradiation BEFORE MSB decreased it. THE SAME TWO STRESSORS IN OPPOSITE ORDER GIVE OPPOSITE OUTCOMES, which no dose-only scalar term can represent — an argument about functional form, not about a number. It also cannot be placed on the axis every other record uses, because it reports fluence and accumulated charge and NO ABSORBED DOSE IN GY ANYWHERE."
aniger_marsbox_frontiers2021,MARSBOx stratospheric balloon exposure of Aspergillus niger,doi:10.3389/fmicb.2021.601713,Aspergillus niger,N402,incompatible,none_demonstrated,mixed_stratospheric,UV 1148 kJ/m2 over 280-400 nm plus a negligible ionizing component,20.9 uGy total mission ionizing dose,75.5 +/- 13 uGy/day,one balloon mission,stratospheric balloon payload,M-42 silicon diode,dried spore layers,false,false,false,false,false,false,false,unverified,none deposited,not_applicable,unverified,direct_download,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED ON MODALITY, and the numbers are why: the total mission ionizing dose was 20.9 uGy, which the authors equate to roughly ten days of natural background and which is SEVEN ORDERS OF MAGNITUDE below the doses in the same group's X-ray and ion study. The observed 2-log survival reduction is a UV effect. Calling this a mixed-space-radiation validation would attribute a UV result to an ionizing field."
melanin_pla_pnas2025_leo,Melanin-PLA biocomposites exposed in low Earth orbit,doi:10.1073/pnas.2427118122,not_applicable (engineered composite),not_applicable,incompatible,none_demonstrated,mixed_low_earth_orbit,uncharacterised; confounded with atomic oxygen and thermal cycling,not_measured,not_measured,unverified,external LEO exposure platform,not_measured,dry engineered composite,false,false,false,false,false,unverified,false,unverified,none deposited,not_applicable,unverified,metadata_only,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED. The measured outcome is polymer mass loss and surface wrinkling — DEGRADATION OF A PLASTIC, not transmitted radiation reduced by biomass, so it cannot earn radiation_shielding. The material is a dry engineered composite, not a hydrated biofilm, so it cannot inform a hydrated_bulk_biofilm composition either. The exposure is confounded with atomic-oxygen erosion and thermal cycling, which the abstract itself names as co-acting mechanisms."
csphaerospermum_biorxiv_iss_preprint,Superseded ISS preprint: a self-replicating radiation shield,doi:10.1101/2020.07.16.205534,Cladosporium sphaerospermum,ATCC 11289,incompatible,none_demonstrated,mixed_low_earth_orbit,uncharacterised,not_measured,not_measured,622.5 h,ISS cabin,none,potato dextrose agar,false,false,false,unverified,false,false,unverified,n=1 dish,PDF,not_applicable,unverified,inaccessible,none,RADIOTROPHIC_AUDIT_2026,not_applicable,"REJECTED AS SUPERSEDED. The peer-reviewed article deliberately removed both 'radiotrophic' and the shielding claim from the title, and reports 147 against 151 CPM rather than any percentage. THE WIDELY-QUOTED ATTENUATION FIGURE EXISTS IN NO VERSION: v1 says 2.17 +/- 0.35%, v7 says approximately 0.84%, the published article says neither, and the commonly cited '2.17 +/- 0.25%' is a MIS-TRANSCRIPTION of a superseded preprint. Quoting it would cite a withdrawn framing over the published one. bioRxiv landing pages and PDFs returned HTTP 403 and were not retried; abstracts were read from independent mirrors and every value is marked unverified at source."
